,Unnamed: 0,measure_id,measure_name,location_id,location_name,fips,race_id,race_name,sex_id,sex_name,age_group_id,age_name,cause_id,cause_name,year,metric_id,metric_name,val,upper,lower,state_name,county_fips,low_income_pct,obgyn_provider_rate_100k,prenatal_care_first_trimester_pct,obesity_pre_pregnancy_pct,diabetes_pre_pregnancy_pct,hypertension_pre_pregnancy_pct,State Abbreviation,State,guttmacher_index,state,gop_trifecta
437,3710274,1,Deaths,1077,Jeff Davis County (Georgia),13161.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,6.72426876344221e-05,9.21236433808491e-05,4.77958870406728e-05,Georgia,13161.0,47.8,0.0,79.0,36.8,1.4,3.8,GA,Georgia,restrictive,Georgia,1
438,3710280,1,Deaths,1024,Jefferson County (Georgia),13163.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,7.58985229302627e-05,0.0001009248671206,5.5914009028548e-05,Georgia,13163.0,40.5,0.0,74.4,36.2,2.4,3.9,GA,Georgia,restrictive,Georgia,1
439,3710286,1,Deaths,1038,Jenkins County (Georgia),13165.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,7.94691926804335e-05,0.0001101217203552,5.21066524056729e-05,Georgia,13165.0,56.4,0.0,77.5,37.8,2.1,3.4,GA,Georgia,restrictive,Georgia,1
440,3710292,1,Deaths,1044,Johnson County (Georgia),13167.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,6.99796853633663e-05,9.67471662598917e-05,4.89479191087357e-05,Georgia,13167.0,43.9,0.0,78.6,40.7,1.1,4.9,GA,Georgia,restrictive,Georgia,1
441,3710298,1,Deaths,1033,Jones County (Georgia),13169.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,3.35420995130432e-05,4.49345355175056e-05,2.35651047596574e-05,Georgia,13169.0,24.4,6.7,82.4,37.7,1.4,4.7,GA,Georgia,restrictive,Georgia,1
442,3710304,1,Deaths,1029,Lamar County (Georgia),13171.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,5.37277046007753e-05,7.38981658724248e-05,3.77116052646565e-05,Georgia,13171.0,26.2,0.0,77.9,34.2,0.9,1.7,GA,Georgia,restrictive,Georgia,1
443,3710310,1,Deaths,1107,Lanier County (Georgia),13173.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,5.94299253001875e-05,8.4049351636928e-05,3.94041616414978e-05,Georgia,13173.0,48.1,0.0,70.5,36.8,1.2,2.9,GA,Georgia,restrictive,Georgia,1
444,3710316,1,Deaths,1046,Laurens County (Georgia),13175.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,6.9982523847466e-05,8.90552447119665e-05,5.22011552879384e-05,Georgia,13175.0,39.0,32.0,80.0,38.3,1.3,4.1,GA,Georgia,restrictive,Georgia,1
445,3710322,1,Deaths,1081,Lee County (Georgia),13177.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,4.25454454807312e-05,5.7623043670596e-05,2.91953259996557e-05,Georgia,13177.0,15.6,19.9,77.5,38.1,0.9,3.7,GA,Georgia,restrictive,Georgia,1
446,3710328,1,Deaths,1073,Liberty County (Georgia),13179.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,8.76950895646421e-05,0.000111920911957,6.67089884522204e-05,Georgia,13179.0,36.4,12.9,73.8,30.2,0.9,3.4,GA,Georgia,restrictive,Georgia,1
447,3710334,1,Deaths,997,Lincoln County (Georgia),13181.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,4.92409975244658e-05,6.95986636231271e-05,3.23123920874933e-05,Georgia,13181.0,32.0,0.0,80.3,36.5,1.3,3.7,GA,Georgia,restrictive,Georgia,1
448,3710340,1,Deaths,1075,Long County (Georgia),13183.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,4.76171172895132e-05,7.01814100767398e-05,3.16375636214426e-05,Georgia,13183.0,35.8,0.0,74.1,31.5,1.1,3.4,GA,Georgia,restrictive,Georgia,1
449,3710346,1,Deaths,1116,Lowndes County (Georgia),13185.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,7.46656023381908e-05,9.24119700201827e-05,5.89458350511762e-05,Georgia,13185.0,34.8,19.6,68.7,36.9,1.1,3.1,GA,Georgia,restrictive,Georgia,1
450,3710352,1,Deaths,971,Lumpkin County (Georgia),13187.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,2.7438567186931e-05,3.77791460799378e-05,1.84461596137361e-05,Georgia,13187.0,26.2,5.8,85.7,29.0,0.6,1.2,GA,Georgia,restrictive,Georgia,1
451,3710358,1,Deaths,1010,McDuffie County (Georgia),13189.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,7.08812960660265e-05,9.32233990655121e-05,5.07931501018186e-05,Georgia,13189.0,30.1,0.0,76.9,36.8,1.6,3.4,GA,Georgia,restrictive,Georgia,1
452,3710364,1,Deaths,1091,McIntosh County (Georgia),13191.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,3.72960245304333e-05,5.44804485756065e-05,2.39528868208926e-05,Georgia,13191.0,33.5,0.0,55.0,32.2,0.9,2.6,GA,Georgia,restrictive,Georgia,1
453,3710370,1,Deaths,1056,Macon County (Georgia),13193.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,6.94724271723207e-05,9.43913842411737e-05,4.87058099330668e-05,Georgia,13193.0,48.4,0.0,78.0,41.2,1.2,3.1,GA,Georgia,restrictive,Georgia,1
454,3710376,1,Deaths,987,Madison County (Georgia),13195.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,3.89908104062159e-05,5.19475488829326e-05,2.76744746515501e-05,Georgia,13195.0,36.4,0.0,80.9,32.1,0.8,2.4,GA,Georgia,restrictive,Georgia,1
455,3710382,1,Deaths,1053,Marion County (Georgia),13197.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,5.26528764203089e-05,7.25277726117081e-05,3.64668953882912e-05,Georgia,13197.0,38.1,0.0,73.0,31.9,1.1,3.4,GA,Georgia,restrictive,Georgia,1
456,3710388,1,Deaths,1027,Meriwether County (Georgia),13199.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,6.00470860875281e-05,7.91162219551247e-05,4.54124446042735e-05,Georgia,13199.0,38.7,9.0,68.8,35.3,1.2,2.3,GA,Georgia,restrictive,Georgia,1
457,3710394,1,Deaths,1106,Miller County (Georgia),13201.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,5.22976651679935e-05,8.02091664699744e-05,3.19418008113097e-05,Georgia,13201.0,35.8,0.0,75.5,42.8,1.4,4.1,GA,Georgia,restrictive,Georgia,1
458,3710400,1,Deaths,1101,Mitchell County (Georgia),13205.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,6.87544773233838e-05,9.09917985455442e-05,4.93241507390021e-05,Georgia,13205.0,44.5,0.0,64.5,38.8,0.9,2.9,GA,Georgia,restrictive,Georgia,1
459,3710406,1,Deaths,1030,Monroe County (Georgia),13207.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,3.57761621714005e-05,4.7027733787906e-05,2.65525355587867e-05,Georgia,13207.0,20.1,14.2,81.7,35.6,1.2,4.2,GA,Georgia,restrictive,Georgia,1
460,3710412,1,Deaths,1061,Montgomery County (Georgia),13209.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,5.05155632419594e-05,7.6111259950485e-05,3.06111795634666e-05,Georgia,13209.0,38.7,0.0,78.1,38.1,1.6,4.6,GA,Georgia,restrictive,Georgia,1
461,3710418,1,Deaths,1003,Morgan County (Georgia),13211.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,3.8406854863144e-05,5.29714782135879e-05,2.65843431506999e-05,Georgia,13211.0,17.0,0.0,79.0,35.5,1.3,3.3,GA,Georgia,restrictive,Georgia,1
462,3710424,1,Deaths,961,Murray County (Georgia),13213.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,4.14605406998657e-05,5.60966802056782e-05,2.93571066508939e-05,Georgia,13213.0,29.5,0.0,74.2,36.8,4.5,4.2,GA,Georgia,restrictive,Georgia,1
463,3710430,1,Deaths,1050,Muscogee County (Georgia),13215.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,0.0001063048703234,0.0001257426938981,8.78160760430666e-05,Georgia,13215.0,34.2,31.6,75.2,28.4,1.2,3.0,GA,Georgia,restrictive,Georgia,1
464,3710436,1,Deaths,1007,Newton County (Georgia),13217.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,5.39160375454622e-05,6.94178584048455e-05,4.07441478684416e-05,Georgia,13217.0,28.6,6.7,76.9,35.3,1.4,3.7,GA,Georgia,restrictive,Georgia,1
465,3710442,1,Deaths,998,Oconee County (Georgia),13219.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,2.09321656400389e-05,2.82108512598335e-05,1.46511939335458e-05,Georgia,13219.0,9.6,47.6,81.6,23.8,0.9,2.1,GA,Georgia,restrictive,Georgia,1
466,3710448,1,Deaths,995,Oglethorpe County (Georgia),13221.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,3.94817303106313e-05,5.38332921067186e-05,2.79563689456621e-05,Georgia,13221.0,25.7,0.0,77.8,32.8,0.8,3.8,GA,Georgia,restrictive,Georgia,1
467,3710454,1,Deaths,993,Paulding County (Georgia),13223.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,3.47032537010508e-05,4.40212602931521e-05,2.65199591030748e-05,Georgia,13223.0,16.1,2.3,76.1,32.9,0.9,1.5,GA,Georgia,restrictive,Georgia,1
468,3710460,1,Deaths,1047,Peach County (Georgia),13225.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,6.19776065477732e-05,8.45948622967231e-05,4.27943784361775e-05,Georgia,13225.0,32.7,0.0,81.0,38.7,1.1,3.4,GA,Georgia,restrictive,Georgia,1
469,3710466,1,Deaths,977,Pickens County (Georgia),13227.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,3.325376770722e-05,4.68274717740528e-05,2.3131144161473e-05,Georgia,13227.0,23.4,17.8,80.1,31.9,1.0,2.5,GA,Georgia,restrictive,Georgia,1
470,3710472,1,Deaths,1095,Pierce County (Georgia),13229.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,5.78018840921722e-05,8.15782493717468e-05,3.75334092446082e-05,Georgia,13229.0,35.1,10.2,77.0,35.1,1.1,3.2,GA,Georgia,restrictive,Georgia,1
471,3710478,1,Deaths,1031,Pike County (Georgia),13231.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,4.9309214731093e-05,6.78583432321112e-05,3.38309546390913e-05,Georgia,13231.0,18.8,10.3,83.5,31.4,0.7,1.6,GA,Georgia,restrictive,Georgia,1
472,3710484,1,Deaths,992,Polk County (Georgia),13233.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,5.51996188096315e-05,7.36211224569401e-05,3.94221135983321e-05,Georgia,13233.0,36.2,0.0,68.5,34.1,0.9,2.4,GA,Georgia,restrictive,Georgia,1
473,3710490,1,Deaths,1060,Pulaski County (Georgia),13235.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,4.60137028546366e-05,6.37259391086258e-05,3.17268263383761e-05,Georgia,13235.0,38.9,31.5,80.7,36.5,1.0,3.1,GA,Georgia,restrictive,Georgia,1
474,3710496,1,Deaths,1018,Putnam County (Georgia),13237.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,3.8031946730704e-05,5.18818443070249e-05,2.64852238838834e-05,Georgia,13237.0,29.3,17.1,72.7,40.4,1.5,4.0,GA,Georgia,restrictive,Georgia,1
475,3710502,1,Deaths,1076,Quitman County (Georgia),13239.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,4.38655494519845e-05,6.53130754254339e-05,2.74799099299862e-05,Georgia,13239.0,33.4,0.0,73.4,38.7,1.4,4.0,GA,Georgia,restrictive,Georgia,1
476,3710508,1,Deaths,959,Rabun County (Georgia),13241.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,2.84222802000025e-05,3.9771995958356e-05,1.97893134737878e-05,Georgia,13241.0,26.6,0.0,77.1,32.1,1.2,2.1,GA,Georgia,restrictive,Georgia,1
477,3710514,1,Deaths,1080,Randolph County (Georgia),13243.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,6.17684109972768e-05,8.6129359175614e-05,4.16695003707077e-05,Georgia,13243.0,62.5,0.0,64.3,44.3,,2.8,GA,Georgia,restrictive,Georgia,1
478,3710520,1,Deaths,1015,Richmond County (Georgia),13245.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,8.93907119485246e-05,0.0001080004934125,7.3701875200211e-05,Georgia,13245.0,37.2,62.5,73.7,33.1,1.8,3.6,GA,Georgia,restrictive,Georgia,1
479,3710526,1,Deaths,1005,Rockdale County (Georgia),13247.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,5.57644577669909e-05,7.12050308991736e-05,4.29406955700461e-05,Georgia,13247.0,29.0,8.3,67.9,35.1,0.9,2.7,GA,Georgia,restrictive,Georgia,1
480,3710532,1,Deaths,1059,Schley County (Georgia),13249.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,4.14255975154119e-05,6.30959651184413e-05,2.58047357303451e-05,Georgia,13249.0,34.3,0.0,69.4,43.2,1.8,4.2,GA,Georgia,restrictive,Georgia,1
481,3710538,1,Deaths,1034,Screven County (Georgia),13251.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,7.30089327444556e-05,9.84984609080532e-05,5.12899226964446e-05,Georgia,13251.0,30.6,0.0,75.6,36.3,1.4,3.6,GA,Georgia,restrictive,Georgia,1
482,3710544,1,Deaths,1111,Seminole County (Georgia),13253.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,5.66216268058405e-05,8.02008949666533e-05,3.83709498509694e-05,Georgia,13253.0,37.8,23.9,74.6,41.2,0.9,4.2,GA,Georgia,restrictive,Georgia,1
483,3710550,1,Deaths,1022,Spalding County (Georgia),13255.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,7.20175775214032e-05,8.91851473780077e-05,5.71934421729056e-05,Georgia,13255.0,33.9,14.3,73.0,36.2,0.7,1.2,GA,Georgia,restrictive,Georgia,1
484,3710556,1,Deaths,972,Stephens County (Georgia),13257.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,4.27489638274454e-05,5.97559776189899e-05,2.74541116076373e-05,Georgia,13257.0,31.5,14.8,75.8,34.1,0.9,2.3,GA,Georgia,restrictive,Georgia,1
485,3710562,1,Deaths,1068,Stewart County (Georgia),13259.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,6.22016470642811e-05,8.4942291908036e-05,4.26800763271954e-05,Georgia,13259.0,33.3,0.0,74.2,38.6,1.4,3.1,GA,Georgia,restrictive,Georgia,1
486,3710568,1,Deaths,1070,Sumter County (Georgia),13261.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,6.20742306551614e-05,8.17701655674686e-05,4.58136804163709e-05,Georgia,13261.0,42.5,12.9,70.2,42.1,1.8,3.9,GA,Georgia,restrictive,Georgia,1
487,3710574,1,Deaths,1040,Talbot County (Georgia),13263.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,5.22758225711306e-05,7.07741368325594e-05,3.7026696980927e-05,Georgia,13263.0,36.6,0.0,72.3,31.9,1.2,3.1,GA,Georgia,restrictive,Georgia,1
488,3710580,1,Deaths,1008,Taliaferro County (Georgia),13265.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,4.15563443475777e-05,6.11033084615913e-05,2.6222908961516e-05,Georgia,13265.0,56.7,0.0,74.2,37.0,1.3,4.0,GA,Georgia,restrictive,Georgia,1
489,3710586,1,Deaths,1063,Tattnall County (Georgia),13267.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,6.03730179340596e-05,8.17173431294968e-05,4.38201463144772e-05,Georgia,13267.0,33.2,9.3,74.5,37.3,1.2,3.9,GA,Georgia,restrictive,Georgia,1
490,3710592,1,Deaths,1045,Taylor County (Georgia),13269.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,5.73586499236335e-05,7.77127233339679e-05,4.05101358667504e-05,Georgia,13269.0,45.6,0.0,75.2,41.9,1.3,3.3,GA,Georgia,restrictive,Georgia,1
491,3710598,1,Deaths,1071,Telfair County (Georgia),13271.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,6.28410297988448e-05,8.64441475664052e-05,4.37837810246853e-05,Georgia,13271.0,40.6,0.0,80.1,37.1,1.3,4.0,GA,Georgia,restrictive,Georgia,1
492,3710604,1,Deaths,1079,Terrell County (Georgia),13273.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,6.39856731980631e-05,8.84750434663182e-05,4.36183510546339e-05,Georgia,13273.0,42.7,0.0,66.9,41.8,0.8,3.7,GA,Georgia,restrictive,Georgia,1
493,3710610,1,Deaths,1113,Thomas County (Georgia),13275.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,5.36307784770059e-05,6.92424350437554e-05,3.98846037772964e-05,Georgia,13275.0,31.6,25.8,72.0,37.0,1.0,2.5,GA,Georgia,restrictive,Georgia,1
494,3710616,1,Deaths,1094,Tift County (Georgia),13277.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,6.74382697565961e-05,9.0484640942066e-05,5.01178457832344e-05,Georgia,13277.0,39.0,52.1,79.8,37.9,1.3,2.8,GA,Georgia,restrictive,Georgia,1
495,3710622,1,Deaths,1062,Toombs County (Georgia),13279.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,6.04134281805529e-05,8.20479933334054e-05,4.33719298129904e-05,Georgia,13279.0,39.7,28.1,76.3,38.1,2.1,4.1,GA,Georgia,restrictive,Georgia,1
496,3710628,1,Deaths,965,Towns County (Georgia),13281.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,2.53357476683846e-05,3.71555720930687e-05,1.61550957234485e-05,Georgia,13281.0,26.1,0.0,84.0,31.0,1.0,1.9,GA,Georgia,restrictive,Georgia,1
497,3710634,1,Deaths,1057,Treutlen County (Georgia),13283.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,6.10582356637858e-05,8.47952615901122e-05,4.09966945209689e-05,Georgia,13283.0,37.9,0.0,78.9,39.6,1.2,4.4,GA,Georgia,restrictive,Georgia,1
498,3710640,1,Deaths,1028,Troup County (Georgia),13285.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,6.67677869289413e-05,8.54797931040009e-05,5.01247264283173e-05,Georgia,13285.0,34.4,13.6,65.2,37.1,1.3,2.3,GA,Georgia,restrictive,Georgia,1
499,3710646,1,Deaths,1084,Turner County (Georgia),13287.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,7.66017668034908e-05,0.0001059159771363,5.28504796162503e-05,Georgia,13287.0,44.0,24.5,80.1,39.0,0.9,3.1,GA,Georgia,restrictive,Georgia,1
500,3710652,1,Deaths,1039,Twiggs County (Georgia),13289.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,5.28425590155108e-05,7.25941734797257e-05,3.81208693068788e-05,Georgia,13289.0,29.5,0.0,81.3,37.6,1.1,4.1,GA,Georgia,restrictive,Georgia,1
501,3710658,1,Deaths,966,Union County (Georgia),13291.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,2.12081629213054e-05,3.01480083471314e-05,1.40244949560554e-05,Georgia,13291.0,26.0,30.6,85.8,31.0,1.0,2.4,GA,Georgia,restrictive,Georgia,1
502,3710664,1,Deaths,1036,Upson County (Georgia),13293.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,6.50345382754166e-05,8.60464350605681e-05,4.75819926359021e-05,Georgia,13293.0,34.3,21.5,72.5,36.0,1.4,2.8,GA,Georgia,restrictive,Georgia,1
503,3710670,1,Deaths,964,Walker County (Georgia),13295.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,3.96204053412337e-05,5.11396163508219e-05,2.97235615642607e-05,Georgia,13295.0,31.1,0.0,74.0,31.5,1.1,1.9,GA,Georgia,restrictive,Georgia,1
504,3710676,1,Deaths,1000,Walton County (Georgia),13297.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,4.62551060335003e-05,5.90979927143235e-05,3.47974180660214e-05,Georgia,13297.0,22.8,6.0,79.9,31.4,0.9,2.6,GA,Georgia,restrictive,Georgia,1
505,3710682,1,Deaths,1098,Ware County (Georgia),13299.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,7.59019734608841e-05,9.88855820008275e-05,5.66200564492685e-05,Georgia,13299.0,37.9,11.2,73.5,36.2,1.1,3.4,GA,Georgia,restrictive,Georgia,1
506,3710688,1,Deaths,1013,Warren County (Georgia),13301.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,6.15702256683779e-05,8.62661033077144e-05,4.16039359974703e-05,Georgia,13301.0,46.2,0.0,73.5,40.8,1.3,3.7,GA,Georgia,restrictive,Georgia,1
507,3710694,1,Deaths,1026,Washington County (Georgia),13303.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,6.28867458319181e-05,8.48947729303888e-05,4.3578280876265e-05,Georgia,13303.0,41.0,10.2,74.1,41.7,1.6,4.7,GA,Georgia,restrictive,Georgia,1
508,3710700,1,Deaths,1086,Wayne County (Georgia),13305.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,5.56440287345399e-05,7.5979267523435e-05,3.91150197209307e-05,Georgia,13305.0,38.7,13.6,74.7,34.3,0.8,3.4,GA,Georgia,restrictive,Georgia,1
509,3710706,1,Deaths,1069,Webster County (Georgia),13307.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,4.42700435737036e-05,6.46289600577934e-05,2.86862393712691e-05,Georgia,13307.0,34.4,75.9,70.8,38.6,1.4,3.3,GA,Georgia,restrictive,Georgia,1
510,3710712,1,Deaths,1064,Wheeler County (Georgia),13309.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,6.08160753733347e-05,8.37501447003387e-05,3.97238898598758e-05,Georgia,13309.0,48.1,0.0,79.9,36.9,1.2,4.4,GA,Georgia,restrictive,Georgia,1
511,3710718,1,Deaths,970,White County (Georgia),13311.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,2.90288665418299e-05,4.12299594612046e-05,1.9705866878963e-05,Georgia,13311.0,24.3,6.3,82.7,31.1,0.5,0.7,GA,Georgia,restrictive,Georgia,1
512,3710724,1,Deaths,960,Whitfield County (Georgia),13313.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,3.91083169957885e-05,5.07030168177477e-05,2.92612065539963e-05,Georgia,13313.0,33.6,23.0,73.3,38.2,5.1,4.3,GA,Georgia,restrictive,Georgia,1
513,3710730,1,Deaths,1072,Wilcox County (Georgia),13315.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,7.09018901036647e-05,9.62893024190075e-05,5.00983976131212e-05,Georgia,13315.0,38.0,0.0,77.9,40.9,0.9,4.0,GA,Georgia,restrictive,Georgia,1
514,3710736,1,Deaths,996,Wilkes County (Georgia),13317.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,4.3023038650727e-05,6.01933760524999e-05,2.91755607949542e-05,Georgia,13317.0,30.8,0.0,76.5,43.2,1.3,4.2,GA,Georgia,restrictive,Georgia,1
515,3710742,1,Deaths,1035,Wilkinson County (Georgia),13319.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,5.52321882820798e-05,7.63235284681941e-05,3.88049325662417e-05,Georgia,13319.0,38.0,0.0,78.6,39.2,1.4,4.0,GA,Georgia,restrictive,Georgia,1
516,3710748,1,Deaths,1083,Worth County (Georgia),13321.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,5.15890963135958e-05,6.8387538863492e-05,3.61808876183207e-05,Georgia,13321.0,32.4,0.0,75.6,39.4,0.9,3.3,GA,Georgia,restrictive,Georgia,1
517,3712404,1,Deaths,1122,Hawaii County (Hawaii),15001.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,2.98377621051304e-05,4.01459407712192e-05,2.07022450653949e-05,Hawaii,15001.0,25.3,22.4,64.8,27.7,0.9,1.0,HI,Hawaii,protective,Hawaii,0
518,3712410,1,Deaths,1120,Honolulu County (Hawaii),15003.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,3.83997027500409e-05,4.58322105157367e-05,3.14926201830881e-05,Hawaii,15003.0,15.4,38.4,73.2,25.9,1.1,1.0,HI,Hawaii,protective,Hawaii,0
519,3712416,1,Deaths,1119,Kauai County (Hawaii),15007.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,3.22765619996305e-05,4.42489009629469e-05,2.18699173511386e-05,Hawaii,15007.0,17.3,13.8,76.0,24.8,1.4,2.1,HI,Hawaii,protective,Hawaii,0
520,3712422,1,Deaths,94064,Kalawao County (Hawaii),15005.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,3.03557443995494e-05,4.18105444113375e-05,2.1082096206355e-05,Hawaii,15005.0,0.0,0.0,,,,,HI,Hawaii,protective,Hawaii,0
521,3712423,1,Deaths,94064,Maui County (Hawaii),15009.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,3.03557443995494e-05,4.18105444113375e-05,2.1082096206355e-05,Hawaii,15009.0,17.1,18.9,84.0,24.3,1.0,1.6,HI,Hawaii,protective,Hawaii,0
522,3717606,1,Deaths,1151,Ada County (Idaho),16001.0,1,Total,2,Female,22,All Ages,962,Maternal and neonatal disorders,2019,3,Rate,2.62448302934308e-05,3.29195341750439e-05,2.03042250214026e-05,Idaho,16001.0,15.9,29.2,87.2,21.3,0.8,1.5,ID,Idaho,most_restrictive,Idaho,1
